EmpID,Age,GenderCode,AgeRange,CountryID,NoEmployees,NoEmployeesRange,SelfEmployed,FamilyHistory,Treatment,WorkInterfere,RemoteWork,TechCompany,Benefits,CareOptions,WellnessProgram,SeekHelp,Anonymous,Leave,MentalHealthConsequences,PhysicalHealthConsequences,Coworkers,Supervisor,MentalHealthInterview,PhysicalHealthInterview,MentalVsPhysical,ObsConsequences
644,57,0,2,46,26-100,2,No,No,No,Never,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Don't know,Yes
645,31,1,2,4,100-500,3,No,Yes,Yes,Rarely,No,No,Yes,No,No,No,No,Don't know,Maybe,No,Some of them,No,No,No,Don't know,Yes
646,37,0,2,22,6-25,1,Yes,No,No,Never,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No
647,25,0,1,22,26-100,2,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No
648,30,0,1,1,26-100,2,No,No,No,Sometimes,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No
649,26,1,1,1,100-500,3,No,Yes,No,Sometimes,No,No,No,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No
650,22,1,1,29,6-25,1,No,No,No,Often,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,Some of them,No,Yes,Don't know,No
651,39,0,2,46,More than 1000,5,No,No,No,Rarely,Yes,No,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No
652,29,0,1,45,100-500,3,No,Yes,Yes,Never,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No
653,54,0,2,45,1-5,0,Yes,Yes,Yes,Sometimes,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,Yes,Yes,Don't know,Yes
654,34,1,2,1,500-1000,4,No,Yes,No,Never,No,No,Don't know,No,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,Yes
655,32,0,2,46,500-1000,4,No,No,Yes,Never,No,No,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,No,No,No,No,Yes,No
656,25,0,1,31,6-25,1,No,No,No,,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Yes,Don't know,No
657,29,0,1,34,1-5,0,No,No,No,Rarely,No,Yes,No,No,No,No,No,Somewhat difficult,No,Maybe,Some of them,No,No,No,Yes,No
658,32,0,2,18,1-5,0,Yes,No,No,Never,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
659,30,0,1,45,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Don't know,Yes,Don't know,Maybe,No,Some of them,Yes,No,Yes,Yes,No
660,31,0,2,18,6-25,1,No,No,No,,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
661,20,1,0,43,More than 1000,5,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No
662,27,0,1,45,1-5,0,No,No,No,Never,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
663,32,0,2,46,More than 1000,5,No,No,No,Never,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
664,26,0,1,22,1-5,0,Yes,No,No,Never,Yes,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No
665,30,0,1,24,More than 1000,5,No,No,No,Sometimes,No,No,Don't know,No,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No
666,30,0,1,22,26-100,2,No,No,Yes,Sometimes,Yes,Yes,No,No,Don't know,No,Don't know,Very difficult,Maybe,Maybe,Some of them,No,No,No,No,No
667,22,0,1,21,1-5,0,Yes,No,No,,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,Yes
668,24,0,1,22,More than 1000,5,No,No,No,,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,No,No,Don't know,No
669,26,0,1,29,26-100,2,No,No,No,Never,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No
670,43,0,2,16,100-500,3,No,No,No,,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
671,26,0,1,37,26-100,2,No,No,No,Never,No,Yes,No,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No,Some of them,No,No,Maybe,Don't know,No
672,23,0,1,46,6-25,1,No,Yes,No,Sometimes,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
673,26,0,1,8,100-500,3,No,No,No,,Yes,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No
674,26,1,1,23,100-500,3,No,Yes,No,Never,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No
675,35,0,2,8,26-100,2,No,Yes,No,Sometimes,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No
676,28,0,1,46,26-100,2,No,No,Yes,Sometimes,Yes,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
677,22,0,1,21,26-100,2,No,No,No,,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,No
678,29,1,1,46,6-25,1,No,Yes,Yes,Rarely,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No
679,29,0,1,18,1-5,0,Yes,No,No,,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
680,45,0,2,46,1-5,0,No,No,Yes,Often,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
681,33,0,2,7,26-100,2,No,No,Yes,Rarely,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes
682,38,0,2,46,More than 1000,5,No,No,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
683,19,2,0,46,26-100,2,No,Yes,Yes,Often,No,No,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe,No,No
684,29,1,1,8,More than 1000,5,No,No,Yes,Rarely,Yes,No,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,Don't know,No
685,21,1,1,45,6-25,1,No,No,No,,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No
686,23,1,1,21,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
687,33,1,2,46,More than 1000,5,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No
688,49,0,2,46,100-500,3,No,Yes,Yes,Sometimes,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Yes,No
689,28,0,1,46,26-100,2,No,No,No,,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
690,27,1,1,45,6-25,1,No,No,Yes,Sometimes,Yes,Yes,Don't know,Not sure,Yes,Don't know,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
691,23,0,1,8,6-25,1,No,No,Yes,Sometimes,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
692,29,0,1,29,1-5,0,No,No,No,Never,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
693,30,0,1,18,26-100,2,No,No,No,,No,Yes,Don't know,No,No,Don't know,Yes,Somewhat easy,No,No,Some of them,No,Maybe,Maybe,Don't know,No
694,28,1,1,8,More than 1000,5,No,No,No,,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
695,32,0,2,45,6-25,1,No,No,No,,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Yes,No,No
696,32,0,2,45,26-100,2,No,No,Yes,Sometimes,No,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No
697,37,0,2,16,100-500,3,No,No,No,,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No
698,39,1,2,46,More than 1000,5,No,No,No,,Yes,No,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No
699,31,0,2,16,500-1000,4,No,No,No,,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,No
700,29,0,1,46,6-25,1,No,No,No,,No,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No,Don't know,No
701,30,0,1,46,100-500,3,No,No,No,,No,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No
702,33,0,2,46,1-5,0,Yes,Yes,Yes,Rarely,Yes,Yes,No,Yes,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,Yes
703,37,0,2,46,100-500,3,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,No
704,23,0,1,46,26-100,2,No,No,Yes,Often,No,No,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
705,43,0,2,46,26-100,2,No,Yes,Yes,Sometimes,No,No,Yes,Not sure,No,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No
706,32,0,2,45,100-500,3,No,No,Yes,Rarely,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,No,Yes
707,26,0,1,46,26-100,2,No,No,No,Never,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No
708,32,0,2,46,1-5,0,Yes,No,Yes,Sometimes,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No
709,37,1,2,46,26-100,2,No,No,No,,Yes,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No
710,29,0,1,46,26-100,2,No,No,Yes,Often,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
711,34,0,2,45,6-25,1,No,No,No,,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No
712,27,0,1,16,6-25,1,No,No,No,,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Yes,No
713,30,0,1,46,100-500,3,No,Yes,No,Never,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know,No
714,29,0,1,46,6-25,1,No,No,No,Never,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No
715,32,0,2,46,1-5,0,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,No,No
716,31,0,2,45,26-100,2,No,No,Yes,Sometimes,No,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,Don't know,No
717,25,0,1,18,500-1000,4,No,No,No,,No,Yes,Yes,Yes,Don't know,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,Yes,Yes,No
718,37,0,2,46,6-25,1,Yes,No,No,,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
719,29,0,1,29,6-25,1,No,Yes,No,,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
720,27,0,1,46,26-100,2,No,No,No,,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No
721,33,0,2,45,6-25,1,No,No,No,,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
722,30,0,1,8,More than 1000,5,No,Yes,Yes,Sometimes,No,No,Don't know,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,Yes
723,29,0,1,8,1-5,0,No,No,No,,Yes,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe,Don't know,No
724,25,0,1,46,6-25,1,No,Yes,Yes,Never,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,No,No
725,33,0,2,46,1-5,0,No,Yes,Yes,Sometimes,No,No,No,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
726,31,0,2,40,100-500,3,No,No,No,Never,Yes,Yes,No,No,No,No,No,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No
727,21,0,1,18,6-25,1,No,No,No,Rarely,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No
728,30,0,1,43,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Don't know,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No
729,29,0,1,46,More than 1000,5,No,No,No,,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No,No,No
730,43,0,2,12,1-5,0,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes
731,37,0,2,45,6-25,1,No,No,Yes,Often,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,Yes,Yes,Maybe,Yes,No,No
732,24,0,1,16,26-100,2,No,No,No,,No,Yes,No,No,Yes,No,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No,Don't know,No
733,29,0,1,46,6-25,1,No,No,No,,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No
734,31,0,2,46,26-100,2,No,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Don't know,No
735,31,0,2,46,100-500,3,No,No,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
736,33,0,2,45,100-500,3,Yes,No,No,Never,No,No,No,Not sure,No,No,Don't know,Very easy,No,No,Yes,Some of them,No,Yes,No,No
737,43,0,2,46,More than 1000,5,No,No,No,,No,No,Yes,Yes,Don't know,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
738,33,0,2,45,26-100,2,No,No,Yes,Sometimes,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
739,27,0,1,45,6-25,1,No,No,No,,No,Yes,No,No,No,Yes,Yes,Don't know,Maybe,No,Yes,Some of them,No,Yes,Yes,No
740,36,0,2,46,More than 1000,5,No,Yes,Yes,Sometimes,Yes,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No
741,37,0,2,1,26-100,2,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes
742,32,0,2,4,6-25,1,No,No,No,,No,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,No,No,No
743,39,0,2,45,100-500,3,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Very easy,No,No,No,Some of them,No,Yes,Yes,No
744,31,0,2,46,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No
745,36,0,2,46,100-500,3,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
746,30,0,1,46,26-100,2,Yes,No,Yes,Sometimes,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Yes,Don't know,No
747,28,0,1,8,6-25,1,No,No,No,,No,Yes,Yes,Not sure,No,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
748,32,0,2,24,6-25,1,No,No,No,,No,Yes,No,No,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,Maybe,Maybe,No,No
749,35,0,2,46,6-25,1,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
750,19,0,0,8,26-100,2,No,No,Yes,Sometimes,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,Yes,Don't know,No
751,33,0,2,32,26-100,2,No,Yes,No,,No,Yes,Yes,Yes,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
752,42,0,2,18,More than 1000,5,No,No,No,,Yes,Yes,Don't know,Not sure,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,Maybe,Yes,No
753,37,0,2,46,100-500,3,No,Yes,Yes,Sometimes,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
754,40,0,2,44,6-25,1,Yes,No,No,Never,No,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
755,36,0,2,46,More than 1000,5,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
756,29,1,1,46,26-100,2,No,Yes,Yes,Sometimes,Yes,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No
757,38,1,2,46,26-100,2,No,Yes,Yes,Sometimes,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No
758,26,0,1,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,No
759,34,0,2,18,26-100,2,No,No,No,Rarely,No,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,Maybe,Maybe,Yes,No
760,21,0,1,46,More than 1000,5,No,No,Yes,Often,No,No,No,Yes,No,No,No,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,Yes
761,31,0,2,8,1-5,0,Yes,Yes,No,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Yes,No
762,37,1,2,46,26-100,2,No,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Yes,Some of them,No,Maybe,Yes,No
763,37,0,2,22,1-5,0,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
764,38,0,2,22,1-5,0,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No
765,27,1,1,46,100-500,3,No,No,Yes,Sometimes,No,Yes,Don't know,Not sure,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,No
766,39,0,2,29,6-25,1,Yes,No,No,,No,Yes,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
767,33,1,2,46,1-5,0,Yes,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,Some of them,No,No,No,No,No
768,27,0,1,45,26-100,2,No,No,No,Never,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,No,Yes,Yes,Don't know,No
769,36,1,2,46,6-25,1,No,No,Yes,Never,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No
770,28,0,1,45,26-100,2,No,No,No,Never,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No
771,39,0,2,45,500-1000,4,No,No,Yes,Sometimes,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
772,33,0,2,46,1-5,0,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No
773,32,0,2,45,More than 1000,5,No,No,No,,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No
774,28,0,1,45,More than 1000,5,No,No,No,,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Yes,Yes,No,No
775,37,0,2,45,6-25,1,No,Yes,Yes,Rarely,No,Yes,No,No,No,No,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes
776,39,0,2,8,100-500,3,No,No,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes
777,43,0,2,46,6-25,1,No,No,No,Sometimes,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,No,No
778,32,2,2,45,More than 1000,5,No,No,Yes,Sometimes,No,No,Don't know,No,Yes,Yes,Don't know,Don't know,No,No,Yes,Some of them,Yes,Yes,Yes,Yes
779,27,1,1,46,More than 1000,5,No,No,No,,No,Yes,Don't know,Not sure,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No
780,31,1,2,45,6-25,1,No,No,No,,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
781,43,0,2,45,26-100,2,No,No,Yes,Never,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know,No
782,33,0,2,46,6-25,1,No,No,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,Yes,Don't know,No
783,34,0,2,45,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
784,33,0,2,46,1-5,0,Yes,No,No,,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No
785,25,0,1,46,6-25,1,No,No,No,,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
786,25,0,1,46,More than 1000,5,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,No,Yes
787,32,0,2,45,1-5,0,Yes,Yes,No,,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,No,No
788,25,0,1,46,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
789,37,0,2,29,100-500,3,No,No,No,,Yes,No,Don't know,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No
790,39,0,2,43,More than 1000,5,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No
791,29,0,1,45,100-500,3,No,No,No,Rarely,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,Yes
792,33,0,2,46,More than 1000,5,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
793,37,1,2,46,6-25,1,No,No,Yes,Often,Yes,Yes,Don't know,Not sure,No,No,Yes,Somewhat difficult,Yes,No,Some of them,Some of them,No,Yes,No,Yes
794,35,1,2,46,100-500,3,No,No,Yes,Sometimes,No,No,Yes,No,No,No,Yes,Very difficult,Yes,Maybe,No,Some of them,No,Yes,No,Yes
795,22,1,1,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes
796,38,0,2,46,26-100,2,No,No,No,Never,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,No,Yes
797,32,1,2,46,100-500,3,No,Yes,Yes,Often,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,Don't know,No
798,28,0,1,6,26-100,2,No,No,No,,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,No,Yes
799,27,0,1,43,26-100,2,No,Yes,No,,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No
800,35,1,2,46,100-500,3,No,No,Yes,Sometimes,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Maybe,No,Some of them,No,No,Maybe,Yes,No
801,29,0,1,46,100-500,3,No,No,No,Never,No,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,Maybe,Yes,Yes,No,Maybe,Don't know,No
802,23,0,1,46,6-25,1,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
803,39,0,2,46,26-100,2,No,No,No,,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
804,30,1,1,46,More than 1000,5,No,No,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No
805,32,0,2,45,26-100,2,No,No,No,,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
806,28,1,1,46,26-100,2,No,No,Yes,Sometimes,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes
